Identifier;Email;Country;Custom1;bool30TrueAdvancedRules;boolDefaultFalse;boolDefaultTrue;double25Pi25E25Gr25Zero;doubleDefaultPi;integer25One25Two25Three25FourAdvancedRules;integerDefaultOne;string25Cat25Dog25Falcon25Horse;string25Cat25Dog25Falcon25HorseAdvancedRules;string75Cat0Dog25Falcon0Horse;stringContainsDogDefaultCat;stringDefaultCat;stringIsInDogDefaultCat;stringIsNotInDogDefaultCat;stringNotContainsDogDefaultCat
mrdvt@aol.com;mrdvt@aol.com;;;False;False;True;1.61803;3.1415;2;1;Falcon;Cat;Cat;Cat;Cat;Cat;Dog;Dog
starstuff@icloud.com;starstuff@icloud.com;;;False;False;True;1.61803;3.1415;3;1;Falcon;Horse;Cat;Cat;Cat;Cat;Dog;Dog
jesse@live.com;jesse@live.com;;;True;False;True;2.7182;3.1415;4;1;Cat;Dog;Cat;Cat;Cat;Cat;Dog;Dog
luebke@outlook.com;luebke@outlook.com;;;False;False;True;2.7182;3.1415;1;1;Cat;Falcon;Falcon;Cat;Cat;Cat;Dog;Dog
emmanuel@optonline.net;emmanuel@optonline.net;;;False;False;True;2.7182;3.1415;3;1;Horse;Dog;Cat;Cat;Cat;Cat;Dog;Dog
imightb@msn.com;imightb@msn.com;;;True;False;True;2.7182;3.1415;3;1;Falcon;Cat;Falcon;Cat;Cat;Cat;Dog;Dog
wbarker@sbcglobal.net;wbarker@sbcglobal.net;;;False;False;True;1.61803;3.1415;4;1;Dog;Cat;Falcon;Cat;Cat;Cat;Dog;Dog
luvirini@hotmail.com;luvirini@hotmail.com;;;True;False;True;1.61803;3.1415;4;1;Horse;Dog;Cat;Cat;Cat;Cat;Dog;Dog
ylchang@yahoo.com;ylchang@yahoo.com;;;False;False;True;1.61803;3.1415;2;1;Cat;Horse;Cat;Cat;Cat;Cat;Dog;Dog
elflord@icloud.com;elflord@icloud.com;;;True;False;True;2.7182;3.1415;4;1;Cat;Horse;Cat;Cat;Cat;Cat;Dog;Dog
scottzed@yahoo.com;scottzed@yahoo.com;;;True;False;True;3.1415;3.1415;3;1;Cat;Horse;Cat;Cat;Cat;Cat;Dog;Dog
mcraigw@yahoo.ca;mcraigw@yahoo.ca;;;False;False;True;2.7182;3.1415;1;1;Dog;Dog;Cat;Cat;Cat;Cat;Dog;Dog
nacho@icloud.com;nacho@icloud.com;;;False;False;True;2.7182;3.1415;2;1;Falcon;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
rwelty@yahoo.ca;rwelty@yahoo.ca;;;False;False;True;2.7182;3.1415;1;1;Falcon;Falcon;Falcon;Cat;Cat;Cat;Dog;Dog
subir@aol.com;subir@aol.com;;;False;False;True;1.61803;3.1415;1;1;Dog;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
tbusch@yahoo.com;tbusch@yahoo.com;;;False;False;True;1.61803;3.1415;1;1;Horse;Dog;Cat;Cat;Cat;Cat;Dog;Dog
rupak@yahoo.com;rupak@yahoo.com;;;False;False;True;0.0;3.1415;2;1;Cat;Dog;Cat;Cat;Cat;Cat;Dog;Dog
giafly@aol.com;giafly@aol.com;;;True;False;True;0.0;3.1415;2;1;Falcon;Horse;Cat;Cat;Cat;Cat;Dog;Dog
british@outlook.com;british@outlook.com;;;False;False;True;1.61803;3.1415;4;1;Dog;Cat;Cat;Cat;Cat;Cat;Dog;Dog
hllam@icloud.com;hllam@icloud.com;;;False;False;True;1.61803;3.1415;2;1;Dog;Cat;Cat;Cat;Cat;Cat;Dog;Dog
fatelk@att.net;fatelk@att.net;;;False;False;True;1.61803;3.1415;4;1;Horse;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
parsimony@verizon.net;parsimony@verizon.net;;;False;False;True;0.0;3.1415;4;1;Dog;Cat;Cat;Cat;Cat;Cat;Dog;Dog
tbeck@yahoo.com;tbeck@yahoo.com;;;False;False;True;0.0;3.1415;2;1;Cat;Dog;Cat;Cat;Cat;Cat;Dog;Dog
citizenl@optonline.net;citizenl@optonline.net;;;False;False;True;1.61803;3.1415;4;1;Cat;Horse;Falcon;Cat;Cat;Cat;Dog;Dog
jimxugle@aol.com;jimxugle@aol.com;;;True;False;True;1.61803;3.1415;3;1;Horse;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
starstuff@sbcglobal.net;starstuff@sbcglobal.net;;;False;False;True;1.61803;3.1415;1;1;Dog;Cat;Falcon;Cat;Cat;Cat;Dog;Dog
bader@icloud.com;bader@icloud.com;;;False;False;True;2.7182;3.1415;1;1;Horse;Dog;Cat;Cat;Cat;Cat;Dog;Dog
starstuff@comcast.net;starstuff@comcast.net;;;False;False;True;3.1415;3.1415;4;1;Falcon;Dog;Cat;Cat;Cat;Cat;Dog;Dog
satishr@yahoo.com;satishr@yahoo.com;;;True;False;True;3.1415;3.1415;3;1;Dog;Dog;Cat;Cat;Cat;Cat;Dog;Dog
ilikered@gmail.com;ilikered@gmail.com;;;True;False;True;0.0;3.1415;2;1;Falcon;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
bader@mac.com;bader@mac.com;;;True;False;True;1.61803;3.1415;3;1;Cat;Dog;Cat;Cat;Cat;Cat;Dog;Dog
yruan@msn.com;yruan@msn.com;;;True;False;True;2.7182;3.1415;1;1;Cat;Dog;Cat;Cat;Cat;Cat;Dog;Dog
skoch@outlook.com;skoch@outlook.com;;;True;False;True;1.61803;3.1415;2;1;Horse;Cat;Falcon;Cat;Cat;Cat;Dog;Dog
bader@att.net;bader@att.net;;;True;False;True;3.1415;3.1415;3;1;Dog;Horse;Cat;Cat;Cat;Cat;Dog;Dog
smallpaul@sbcglobal.net;smallpaul@sbcglobal.net;;;True;False;True;1.61803;3.1415;2;1;Cat;Cat;Cat;Cat;Cat;Cat;Dog;Dog
stern@verizon.net;stern@verizon.net;;;True;False;True;1.61803;3.1415;4;1;Dog;Horse;Cat;Cat;Cat;Cat;Dog;Dog
feamster@outlook.com;feamster@outlook.com;;;False;False;True;1.61803;3.1415;3;1;Dog;Dog;Cat;Cat;Cat;Cat;Dog;Dog
mcnihil@sbcglobal.net;mcnihil@sbcglobal.net;;;False;False;True;0.0;3.1415;3;1;Dog;Dog;Cat;Cat;Cat;Cat;Dog;Dog
firstpr@msn.com;firstpr@msn.com;;;True;False;True;1.61803;3.1415;4;1;Dog;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
bmorrow@yahoo.ca;bmorrow@yahoo.ca;;;True;False;True;3.1415;3.1415;2;1;Falcon;Cat;Cat;Cat;Cat;Cat;Dog;Dog
laird@att.net;laird@att.net;;;False;False;True;0.0;3.1415;3;1;Cat;Horse;Cat;Cat;Cat;Cat;Dog;Dog
ingolfke@msn.com;ingolfke@msn.com;;;True;False;True;2.7182;3.1415;2;1;Horse;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
irving@mac.com;irving@mac.com;;;False;False;True;1.61803;3.1415;3;1;Falcon;Cat;Cat;Cat;Cat;Cat;Dog;Dog
monopole@me.com;monopole@me.com;;;False;False;True;1.61803;3.1415;2;1;Horse;Dog;Cat;Cat;Cat;Cat;Dog;Dog
keiji@msn.com;keiji@msn.com;;;True;False;True;0.0;3.1415;3;1;Falcon;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
wortmanj@gmail.com;wortmanj@gmail.com;;;False;False;True;2.7182;3.1415;1;1;Horse;Dog;Cat;Cat;Cat;Cat;Dog;Dog
keijser@me.com;keijser@me.com;;;True;False;True;2.7182;3.1415;2;1;Dog;Dog;Falcon;Cat;Cat;Cat;Dog;Dog
aschmitz@yahoo.ca;aschmitz@yahoo.ca;;;True;False;True;0.0;3.1415;2;1;Cat;Cat;Falcon;Cat;Cat;Cat;Dog;Dog
tangsh@mac.com;tangsh@mac.com;;;False;False;True;0.0;3.1415;4;1;Dog;Horse;Cat;Cat;Cat;Cat;Dog;Dog
jdray@aol.com;jdray@aol.com;;;True;False;True;1.61803;3.1415;1;1;Horse;Dog;Cat;Cat;Cat;Cat;Dog;Dog
kewley@yahoo.com;kewley@yahoo.com;;;False;False;True;0.0;3.1415;3;1;Falcon;Horse;Falcon;Cat;Cat;Cat;Dog;Dog
policies@verizon.net;policies@verizon.net;;;True;False;True;3.1415;3.1415;4;1;Dog;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
wayward@outlook.com;wayward@outlook.com;;;False;False;True;0.0;3.1415;3;1;Falcon;Horse;Cat;Cat;Cat;Cat;Dog;Dog
errxn@icloud.com;errxn@icloud.com;;;True;False;True;2.7182;3.1415;3;1;Horse;Horse;Falcon;Cat;Cat;Cat;Dog;Dog
fglock@icloud.com;fglock@icloud.com;;;False;False;True;3.1415;3.1415;4;1;Falcon;Dog;Cat;Cat;Cat;Cat;Dog;Dog
kmself@att.net;kmself@att.net;;;True;False;True;0.0;3.1415;2;1;Horse;Dog;Cat;Cat;Cat;Cat;Dog;Dog
amichalo@gmail.com;amichalo@gmail.com;;;False;False;True;1.61803;3.1415;4;1;Cat;Dog;Cat;Cat;Cat;Cat;Dog;Dog
mwandel@me.com;mwandel@me.com;;;False;False;True;3.1415;3.1415;1;1;Dog;Dog;Cat;Cat;Cat;Cat;Dog;Dog
thowell@mac.com;thowell@mac.com;;;False;False;True;0.0;3.1415;4;1;Falcon;Horse;Falcon;Cat;Cat;Cat;Dog;Dog
pedwards@yahoo.ca;pedwards@yahoo.ca;;;True;False;True;1.61803;3.1415;2;1;Dog;Dog;Cat;Cat;Cat;Cat;Dog;Dog
dmiller@hotmail.com;dmiller@hotmail.com;;;False;False;True;1.61803;3.1415;4;1;Falcon;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
choset@live.com;choset@live.com;;;False;False;True;1.61803;3.1415;1;1;Dog;Dog;Cat;Cat;Cat;Cat;Dog;Dog
dbrobins@aol.com;dbrobins@aol.com;;;False;False;True;3.1415;3.1415;2;1;Horse;Falcon;Falcon;Cat;Cat;Cat;Dog;Dog
pizza@optonline.net;pizza@optonline.net;;;False;False;True;0.0;3.1415;4;1;Horse;Dog;Cat;Cat;Cat;Cat;Dog;Dog
noahb@att.net;noahb@att.net;;;False;False;True;0.0;3.1415;1;1;Dog;Dog;Cat;Cat;Cat;Cat;Dog;Dog
jespley@yahoo.com;jespley@yahoo.com;;;False;False;True;0.0;3.1415;4;1;Dog;Dog;Cat;Cat;Cat;Cat;Dog;Dog
jfriedl@hotmail.com;jfriedl@hotmail.com;;;True;False;True;1.61803;3.1415;3;1;Horse;Cat;Cat;Cat;Cat;Cat;Dog;Dog
arebenti@sbcglobal.net;arebenti@sbcglobal.net;;;False;False;True;1.61803;3.1415;2;1;Falcon;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
eidac@yahoo.com;eidac@yahoo.com;;;False;False;True;3.1415;3.1415;2;1;Dog;Cat;Falcon;Cat;Cat;Cat;Dog;Dog
jipsen@yahoo.com;jipsen@yahoo.com;;;False;False;True;0.0;3.1415;1;1;Dog;Dog;Cat;Cat;Cat;Cat;Dog;Dog
malin@me.com;malin@me.com;;;False;False;True;3.1415;3.1415;2;1;Cat;Falcon;Falcon;Cat;Cat;Cat;Dog;Dog
jramio@optonline.net;jramio@optonline.net;;;True;False;True;1.61803;3.1415;2;1;Horse;Cat;Falcon;Cat;Cat;Cat;Dog;Dog
jsnover@outlook.com;jsnover@outlook.com;;;True;False;True;1.61803;3.1415;1;1;Cat;Dog;Cat;Cat;Cat;Cat;Dog;Dog
martyloo@gmail.com;martyloo@gmail.com;;;False;False;True;0.0;3.1415;1;1;Dog;Dog;Falcon;Cat;Cat;Cat;Dog;Dog
danny@yahoo.ca;danny@yahoo.ca;;;True;False;True;1.61803;3.1415;2;1;Cat;Horse;Cat;Cat;Cat;Cat;Dog;Dog
bruck@hotmail.com;bruck@hotmail.com;;;False;False;True;3.1415;3.1415;3;1;Falcon;Dog;Cat;Cat;Cat;Cat;Dog;Dog
jfmulder@live.com;jfmulder@live.com;;;False;False;True;0.0;3.1415;3;1;Horse;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
wsnyder@msn.com;wsnyder@msn.com;;;False;False;True;2.7182;3.1415;3;1;Cat;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
leslie@yahoo.ca;leslie@yahoo.ca;;;False;False;True;3.1415;3.1415;3;1;Falcon;Cat;Cat;Cat;Cat;Cat;Dog;Dog
noticias@verizon.net;noticias@verizon.net;;;False;False;True;2.7182;3.1415;4;1;Cat;Dog;Falcon;Cat;Cat;Cat;Dog;Dog
cgcra@yahoo.com;cgcra@yahoo.com;;;True;False;True;3.1415;3.1415;4;1;Falcon;Falcon;Falcon;Cat;Cat;Cat;Dog;Dog
louise@me.com;louise@me.com;;;True;False;True;3.1415;3.1415;4;1;Horse;Dog;Falcon;Cat;Cat;Cat;Dog;Dog
rasca@verizon.net;rasca@verizon.net;;;False;False;True;1.61803;3.1415;3;1;Horse;Cat;Cat;Cat;Cat;Cat;Dog;Dog
cvrcek@comcast.net;cvrcek@comcast.net;;;True;False;True;2.7182;3.1415;3;1;Cat;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
chaffar@yahoo.ca;chaffar@yahoo.ca;;;False;False;True;3.1415;3.1415;4;1;Falcon;Horse;Falcon;Cat;Cat;Cat;Dog;Dog
webdragon@att.net;webdragon@att.net;;;False;False;True;1.61803;3.1415;2;1;Horse;Dog;Cat;Cat;Cat;Cat;Dog;Dog
keutzer@icloud.com;keutzer@icloud.com;;;False;False;True;1.61803;3.1415;1;1;Cat;Dog;Cat;Cat;Cat;Cat;Dog;Dog
knorr@hotmail.com;knorr@hotmail.com;;;True;False;True;1.61803;3.1415;4;1;Cat;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
kawasaki@aol.com;kawasaki@aol.com;;;False;False;True;2.7182;3.1415;4;1;Dog;Cat;Cat;Cat;Cat;Cat;Dog;Dog
ducasse@verizon.net;ducasse@verizon.net;;;False;False;True;3.1415;3.1415;3;1;Falcon;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
satishr@icloud.com;satishr@icloud.com;;;False;False;True;1.61803;3.1415;4;1;Dog;Horse;Falcon;Cat;Cat;Cat;Dog;Dog
drewf@comcast.net;drewf@comcast.net;;;False;False;True;3.1415;3.1415;1;1;Falcon;Dog;Cat;Cat;Cat;Cat;Dog;Dog
martyloo@yahoo.ca;martyloo@yahoo.ca;;;True;False;True;0.0;3.1415;2;1;Falcon;Falcon;Falcon;Cat;Cat;Cat;Dog;Dog
lstein@live.com;lstein@live.com;;;False;False;True;2.7182;3.1415;3;1;Falcon;Falcon;Falcon;Cat;Cat;Cat;Dog;Dog
nighthawk@me.com;nighthawk@me.com;;;False;False;True;1.61803;3.1415;4;1;Dog;Horse;Falcon;Cat;Cat;Cat;Dog;Dog
debest@sbcglobal.net;debest@sbcglobal.net;;;True;False;True;0.0;3.1415;4;1;Horse;Cat;Cat;Cat;Cat;Cat;Dog;Dog
cyrus@yahoo.com;cyrus@yahoo.com;;;False;False;True;3.1415;3.1415;2;1;Horse;Dog;Cat;Cat;Cat;Cat;Dog;Dog
dogdude@att.net;dogdude@att.net;;;False;False;True;1.61803;3.1415;4;1;Horse;Cat;Cat;Cat;Cat;Cat;Dog;Dog
yruan@optonline.net;yruan@optonline.net;;;True;False;True;0.0;3.1415;1;1;Horse;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
bmidd@live.com;bmidd@live.com;;;True;False;True;2.7182;3.1415;4;1;Falcon;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
policies@att.net;policies@att.net;;;False;False;True;1.61803;3.1415;4;1;Falcon;Cat;Cat;Cat;Cat;Cat;Dog;Dog
treit@att.net;treit@att.net;;;True;False;True;2.7182;3.1415;3;1;Falcon;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
animats@msn.com;animats@msn.com;;;False;False;True;0.0;3.1415;3;1;Falcon;Falcon;Falcon;Cat;Cat;Cat;Dog;Dog
kawasaki@sbcglobal.net;kawasaki@sbcglobal.net;;;False;False;True;0.0;3.1415;4;1;Falcon;Cat;Cat;Cat;Cat;Cat;Dog;Dog
jramio@yahoo.com;jramio@yahoo.com;;;False;False;True;1.61803;3.1415;1;1;Dog;Horse;Cat;Cat;Cat;Cat;Dog;Dog
josephw@me.com;josephw@me.com;;;True;False;True;1.61803;3.1415;1;1;Cat;Dog;Cat;Cat;Cat;Cat;Dog;Dog
rgarcia@me.com;rgarcia@me.com;;;True;False;True;2.7182;3.1415;4;1;Cat;Dog;Cat;Cat;Cat;Cat;Dog;Dog
ryanvm@gmail.com;ryanvm@gmail.com;;;False;False;True;0.0;3.1415;4;1;Horse;Horse;Cat;Cat;Cat;Cat;Dog;Dog
rnewman@me.com;rnewman@me.com;;;False;False;True;3.1415;3.1415;3;1;Cat;Dog;Cat;Cat;Cat;Cat;Dog;Dog
yangyan@mac.com;yangyan@mac.com;;;True;False;True;3.1415;3.1415;3;1;Cat;Dog;Cat;Cat;Cat;Cat;Dog;Dog
tubesteak@optonline.net;tubesteak@optonline.net;;;False;False;True;3.1415;3.1415;1;1;Cat;Cat;Cat;Cat;Cat;Cat;Dog;Dog
munjal@sbcglobal.net;munjal@sbcglobal.net;;;False;False;True;0.0;3.1415;4;1;Dog;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
pgolle@live.com;pgolle@live.com;;;False;False;True;0.0;3.1415;4;1;Falcon;Cat;Cat;Cat;Cat;Cat;Dog;Dog
milton@icloud.com;milton@icloud.com;;;True;False;True;2.7182;3.1415;4;1;Dog;Dog;Cat;Cat;Cat;Cat;Dog;Dog
harryh@live.com;harryh@live.com;;;False;False;True;1.61803;3.1415;4;1;Horse;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
howler@yahoo.com;howler@yahoo.com;;;False;False;True;3.1415;3.1415;1;1;Cat;Dog;Cat;Cat;Cat;Cat;Dog;Dog
drewf@verizon.net;drewf@verizon.net;;;False;False;True;2.7182;3.1415;2;1;Dog;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
cantu@optonline.net;cantu@optonline.net;;;False;False;True;0.0;3.1415;4;1;Horse;Dog;Falcon;Cat;Cat;Cat;Dog;Dog
leslie@optonline.net;leslie@optonline.net;;;True;False;True;0.0;3.1415;1;1;Falcon;Cat;Cat;Cat;Cat;Cat;Dog;Dog
mfleming@sbcglobal.net;mfleming@sbcglobal.net;;;False;False;True;0.0;3.1415;1;1;Falcon;Cat;Cat;Cat;Cat;Cat;Dog;Dog
nelson@att.net;nelson@att.net;;;False;False;True;1.61803;3.1415;1;1;Falcon;Dog;Cat;Cat;Cat;Cat;Dog;Dog
valdez@yahoo.ca;valdez@yahoo.ca;;;True;False;True;3.1415;3.1415;2;1;Falcon;Dog;Cat;Cat;Cat;Cat;Dog;Dog
jsmith@msn.com;jsmith@msn.com;;;False;False;True;1.61803;3.1415;2;1;Horse;Dog;Cat;Cat;Cat;Cat;Dog;Dog
djpig@mac.com;djpig@mac.com;;;True;False;True;2.7182;3.1415;3;1;Horse;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
bader@hotmail.com;bader@hotmail.com;;;True;False;True;3.1415;3.1415;2;1;Falcon;Dog;Cat;Cat;Cat;Cat;Dog;Dog
galbra@yahoo.com;galbra@yahoo.com;;;False;False;True;2.7182;3.1415;1;1;Falcon;Horse;Cat;Cat;Cat;Cat;Dog;Dog
dawnsong@msn.com;dawnsong@msn.com;;;True;False;True;3.1415;3.1415;3;1;Falcon;Dog;Falcon;Cat;Cat;Cat;Dog;Dog
mcrawfor@optonline.net;mcrawfor@optonline.net;;;False;False;True;3.1415;3.1415;1;1;Falcon;Horse;Cat;Cat;Cat;Cat;Dog;Dog
pthomsen@icloud.com;pthomsen@icloud.com;;;True;False;True;1.61803;3.1415;2;1;Cat;Cat;Cat;Cat;Cat;Cat;Dog;Dog
raides@mac.com;raides@mac.com;;;False;False;True;0.0;3.1415;3;1;Dog;Dog;Cat;Cat;Cat;Cat;Dog;Dog
ahuillet@icloud.com;ahuillet@icloud.com;;;False;False;True;1.61803;3.1415;1;1;Horse;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
kostas@aol.com;kostas@aol.com;;;False;False;True;1.61803;3.1415;3;1;Falcon;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
lridener@att.net;lridener@att.net;;;True;False;True;3.1415;3.1415;3;1;Horse;Dog;Cat;Cat;Cat;Cat;Dog;Dog
maneesh@outlook.com;maneesh@outlook.com;;;False;False;True;2.7182;3.1415;4;1;Cat;Cat;Cat;Cat;Cat;Cat;Dog;Dog
sartak@yahoo.ca;sartak@yahoo.ca;;;False;False;True;3.1415;3.1415;3;1;Falcon;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
rohitm@comcast.net;rohitm@comcast.net;;;False;False;True;3.1415;3.1415;4;1;Falcon;Horse;Cat;Cat;Cat;Cat;Dog;Dog
heidrich@mac.com;heidrich@mac.com;;;True;False;True;1.61803;3.1415;1;1;Cat;Dog;Cat;Cat;Cat;Cat;Dog;Dog
koudas@comcast.net;koudas@comcast.net;;;True;False;True;2.7182;3.1415;3;1;Falcon;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
okroeger@me.com;okroeger@me.com;;;True;False;True;0.0;3.1415;2;1;Cat;Cat;Falcon;Cat;Cat;Cat;Dog;Dog
cgcra@me.com;cgcra@me.com;;;False;False;True;3.1415;3.1415;2;1;Horse;Dog;Cat;Cat;Cat;Cat;Dog;Dog
janusfury@yahoo.com;janusfury@yahoo.com;;;False;False;True;3.1415;3.1415;3;1;Falcon;Cat;Cat;Cat;Cat;Cat;Dog;Dog
seurat@comcast.net;seurat@comcast.net;;;True;False;True;1.61803;3.1415;4;1;Falcon;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
dhrakar@mac.com;dhrakar@mac.com;;;False;False;True;2.7182;3.1415;1;1;Cat;Falcon;Falcon;Cat;Cat;Cat;Dog;Dog
delpino@icloud.com;delpino@icloud.com;;;False;False;True;1.61803;3.1415;2;1;Horse;Horse;Falcon;Cat;Cat;Cat;Dog;Dog
bebing@msn.com;bebing@msn.com;;;False;False;True;3.1415;3.1415;1;1;Falcon;Cat;Cat;Cat;Cat;Cat;Dog;Dog
keiji@gmail.com;keiji@gmail.com;;;False;False;True;3.1415;3.1415;1;1;Cat;Horse;Falcon;Cat;Cat;Cat;Dog;Dog
okroeger@hotmail.com;okroeger@hotmail.com;;;False;False;True;1.61803;3.1415;1;1;Falcon;Horse;Cat;Cat;Cat;Cat;Dog;Dog
gward@yahoo.com;gward@yahoo.com;;;False;False;True;1.61803;3.1415;2;1;Falcon;Dog;Falcon;Cat;Cat;Cat;Dog;Dog
jusdisgi@att.net;jusdisgi@att.net;;;True;False;True;3.1415;3.1415;3;1;Cat;Dog;Falcon;Cat;Cat;Cat;Dog;Dog
sakusha@comcast.net;sakusha@comcast.net;;;False;False;True;2.7182;3.1415;3;1;Horse;Cat;Cat;Cat;Cat;Cat;Dog;Dog
rande@sbcglobal.net;rande@sbcglobal.net;;;False;False;True;0.0;3.1415;4;1;Dog;Cat;Cat;Cat;Cat;Cat;Dog;Dog
mwitte@hotmail.com;mwitte@hotmail.com;;;True;False;True;0.0;3.1415;3;1;Dog;Horse;Cat;Cat;Cat;Cat;Dog;Dog
alhajj@att.net;alhajj@att.net;;;True;False;True;0.0;3.1415;2;1;Cat;Dog;Cat;Cat;Cat;Cat;Dog;Dog
marcs@yahoo.ca;marcs@yahoo.ca;;;True;False;True;3.1415;3.1415;4;1;Dog;Cat;Cat;Cat;Cat;Cat;Dog;Dog
juerd@mac.com;juerd@mac.com;;;False;False;True;1.61803;3.1415;2;1;Dog;Cat;Cat;Cat;Cat;Cat;Dog;Dog
sethbrown@comcast.net;sethbrown@comcast.net;;;False;False;True;1.61803;3.1415;2;1;Horse;Cat;Cat;Cat;Cat;Cat;Dog;Dog
kdawson@verizon.net;kdawson@verizon.net;;;False;False;True;2.7182;3.1415;4;1;Cat;Cat;Cat;Cat;Cat;Cat;Dog;Dog
mfburgo@aol.com;mfburgo@aol.com;;;False;False;True;0.0;3.1415;1;1;Horse;Falcon;Falcon;Cat;Cat;Cat;Dog;Dog
crandall@hotmail.com;crandall@hotmail.com;;;False;False;True;0.0;3.1415;3;1;Cat;Dog;Falcon;Cat;Cat;Cat;Dog;Dog
schwaang@msn.com;schwaang@msn.com;;;False;False;True;3.1415;3.1415;2;1;Cat;Dog;Falcon;Cat;Cat;Cat;Dog;Dog
mrsam@icloud.com;mrsam@icloud.com;;;False;False;True;1.61803;3.1415;1;1;Cat;Cat;Falcon;Cat;Cat;Cat;Dog;Dog
szymansk@sbcglobal.net;szymansk@sbcglobal.net;;;False;False;True;2.7182;3.1415;1;1;Dog;Dog;Cat;Cat;Cat;Cat;Dog;Dog
epeeist@att.net;epeeist@att.net;;;False;False;True;3.1415;3.1415;4;1;Dog;Dog;Cat;Cat;Cat;Cat;Dog;Dog
miyop@sbcglobal.net;miyop@sbcglobal.net;;;False;False;True;2.7182;3.1415;4;1;Horse;Falcon;Falcon;Cat;Cat;Cat;Dog;Dog
wainwrig@me.com;wainwrig@me.com;;;True;False;True;3.1415;3.1415;1;1;Horse;Cat;Cat;Cat;Cat;Cat;Dog;Dog
pereinar@icloud.com;pereinar@icloud.com;;;False;False;True;1.61803;3.1415;4;1;Horse;Cat;Cat;Cat;Cat;Cat;Dog;Dog
killmenow@mac.com;killmenow@mac.com;;;False;False;True;1.61803;3.1415;2;1;Falcon;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
dsowsy@mac.com;dsowsy@mac.com;;;False;False;True;0.0;3.1415;4;1;Dog;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
forsberg@sbcglobal.net;forsberg@sbcglobal.net;;;False;False;True;3.1415;3.1415;1;1;Cat;Dog;Cat;Cat;Cat;Cat;Dog;Dog
amaranth@live.com;amaranth@live.com;;;False;False;True;1.61803;3.1415;3;1;Falcon;Dog;Falcon;Cat;Cat;Cat;Dog;Dog
mkearl@hotmail.com;mkearl@hotmail.com;;;True;False;True;1.61803;3.1415;2;1;Falcon;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
jandrese@live.com;jandrese@live.com;;;False;False;True;2.7182;3.1415;2;1;Falcon;Dog;Cat;Cat;Cat;Cat;Dog;Dog
openldap@msn.com;openldap@msn.com;;;False;False;True;3.1415;3.1415;3;1;Falcon;Falcon;Falcon;Cat;Cat;Cat;Dog;Dog
world@hotmail.com;world@hotmail.com;;;True;False;True;3.1415;3.1415;2;1;Dog;Horse;Falcon;Cat;Cat;Cat;Dog;Dog
adamk@att.net;adamk@att.net;;;False;False;True;0.0;3.1415;3;1;Dog;Cat;Cat;Cat;Cat;Cat;Dog;Dog
pdbaby@att.net;pdbaby@att.net;;;False;False;True;3.1415;3.1415;4;1;Horse;Horse;Cat;Cat;Cat;Cat;Dog;Dog
hellfire@comcast.net;hellfire@comcast.net;;;False;False;True;0.0;3.1415;1;1;Dog;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
firstpr@optonline.net;firstpr@optonline.net;;;True;False;True;3.1415;3.1415;3;1;Cat;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
kenja@optonline.net;kenja@optonline.net;;;False;False;True;3.1415;3.1415;2;1;Cat;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
leslie@gmail.com;leslie@gmail.com;;;True;False;True;1.61803;3.1415;4;1;Falcon;Cat;Cat;Cat;Cat;Cat;Dog;Dog
bogjobber@optonline.net;bogjobber@optonline.net;;;False;False;True;1.61803;3.1415;1;1;Cat;Cat;Cat;Cat;Cat;Cat;Dog;Dog
hauma@verizon.net;hauma@verizon.net;;;True;False;True;3.1415;3.1415;3;1;Horse;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
